KP,Easting,Northing,Time,Date,DCC,SD,Comments,Video,Anomaly,Bathy,DOB,ContactCP,ContinuousCP,CoverLocal,CoverMSB,Code1,Code2,Code3,Span,Exposure,Movement,WghtCt,Stab,SpanLength,SpanLengthOdom,SpanHeight,SpanDEI,Location,Offset,DimX,DimY,DimZ,Anomlink,VideoCount,UniqueID,Dummy3,Dummy4,DummyString
1.4880,311204.853,5949452.058,080000,26072025,0.000,,Nav Marker,,,,,-1278,-1033,0.0,0.2,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1.5000,311217.026,5949450.926,080000,26072025,0.000,,Nav Marker,,,,,-1278,-1033,-0.0,0.06,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1.5120,311229.016,5949448.618,080000,26072025,0.000,,Nav Marker,,,,,-1278,-1033,-0.0,0.05,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1.5240,311240.161,5949443.766,080000,26072025,0.000,,Nav Marker,,,,,-1278,-1033,-0.0,-0.11,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1.5360,311251.305,5949438.914,080000,26072025,0.000,,Nav Marker,,,,,-1278,-1033,0.0,0.03,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1.5480,311262.449,5949434.061,080000,26072025,0.000,,Nav Marker,,,,,-1278,-1033,-0.01,-0.33,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1.5600,311273.594,5949429.209,080000,26072025,0.000,,Nav Marker,,,,,-1278,-1033,-0.01,-0.02,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1.5720,311285.432,5949424.391,080000,26072025,0.000,,Nav Marker,,,,,-1278,-1033,0.01,-0.0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1.5840,311297.964,5949419.606,080000,26072025,0.000,,Nav Marker,,,,,-1278,-1033,-0.01,-0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1.5960,311310.496,5949414.821,080000,26072025,0.000,,Nav Marker,,,,,-1278,-1033,-0.01,0.03,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1.6080,311322.230,5949418.100,080000,26072025,-0.430,,Nav Marker,,,,,-1278,-1033,0.02,0.11,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1.6200,311334.102,5949421.417,080000,26072025,-0.180,,Nav Marker,,,,,-1278,-1033,0.01,-0.1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1.6320,311345.245,5949425.839,080000,26072025,-0.900,,Nav Marker,,,,,-1278,-1033,0.02,0.08,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1.6440,311356.030,5949430.728,080000,26072025,-0.060,,Nav Marker,,,,,-1278,-1033,0.02,0.04,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1.6560,311365.982,5949437.601,080000,26072025,0.000,,Nav Marker,,,,,-1278,-1033,-0.01,-0.11,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1.6680,311375.285,5949445.742,080000,26072025,0.000,,Nav Marker,,,,,-1278,-1033,-0.01,-0.15,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1.6800,311381.809,5949455.533,080000,26072025,0.000,,Nav Marker,,,,,-1278,-1033,-0.0,-0.09,0,0,0,0,0,,,,,,,,,,,,,,,,,,
