,Asset,Pipeline,AnomalyNum,Images,Description,DataSource,IMC_AnomalyCat,KP_StartAnomaly,DateLastMod,SourceFile
1132,westsole,PL028,191191,"['191191-01', '191191-02']",Weightcoat loss from 9 o/c to 3 o/c,ROV,WCL,42.38094015291350,20190809 034743,westsole\anoms_19.dat
1133,westsole,PL028,191192,"['191192-01', '191192-02']",Intermittent weightcoat loss from 10 o/c to 2 o/c,ROV,WCL,42.41310786093850,20190809 034913,westsole\anoms_19.dat
1134,westsole,PL028,191193,"['191193-01', '191193-02']",Intermittent weightcoat loss from 10 o/c to 12 o/c,ROV,WCL,42.43368725298890,20190809 035006,westsole\anoms_19.dat
1135,westsole,PL028,191194,"['191194-01', '191194-02']",Intermittent weightcoat loss from 10 o/c to 2 o/c,ROV,WCL,42.47610596283640,20190809 035155,westsole\anoms_19.dat
1136,westsole,PL028,191195,"['191195-01', '191195-02']",Intermittent weightcoat loss from 10 o/c to 2 o/c,ROV,WCL,42.53316399527670,20190809 035419,westsole\anoms_19.dat
1137,westsole,PL028,191196,"['191196-01', '191196-02']",Weightcoat loss from 9 o/c to 12 o/c,ROV,WCL,43.47192742481260,20190809 044205,westsole\anoms_19.dat
1138,westsole,PL028,19839,"['19839-01', '19839-02']",Start of pipeline exposure anomaly 19839,ROV,EXP,45.13579433971070,20190809 060220,westsole\anoms_19.dat
1139,westsole,PL028,191197,"['191197-01', '191197-02']",Weightcoat loss from 10 o/c to 12 o/c,ROV,WCL,45.13664433495160,20190809 060223,westsole\anoms_19.dat
1140,westsole,PL028,191198,"['191198-01', '191198-02']",Weightcoat loss from 9 o/c to 3 o/c,ROV,WCL,45.15048650401960,20190809 060303,westsole\anoms_19.dat
1141,westsole,PL028,191199,"['191199-01', '191199-02']",Weightcoat loss from 9 o/c to 12 o/c contact CP -1030mV,ROV,WCL,45.15889662859040,20190809 060759,westsole\anoms_19.dat
1142,westsole,PL028,191200,"['191200-01', '191200-02']",Weightcoat loss from 9 o/c to 3 o/c,ROV,WCL,45.16005223145990,20190809 060347,westsole\anoms_19.dat
1143,westsole,PL028,191201,"['191201-01', '191201-02']",Weightcoat loss from 9 o/c to 3 o/c,ROV,WCL,45.16767438137480,20190809 060916,westsole\anoms_19.dat
1144,westsole,PL028,191202,"['191202-01', '191202-02']",Weightcoat loss from 9 o/c to 3 o/c,ROV,WCL,45.18230552109440,20190809 061000,westsole\anoms_19.dat
1145,westsole,PL028,191203,"['191203-01', '191203-02']",Weightcoat loss from 8 o/c to 1 o/c,ROV,WCL,45.23069333231000,20190809 061211,westsole\anoms_19.dat
1146,westsole,PL028,191204,"['191204-01', '191204-02']",Weightcoat loss from 9 o/c to 1 o/c,ROV,WCL,45.23545548582900,20190809 061223,westsole\anoms_19.dat
1147,westsole,PL028,191205,"['191205-01', '191205-02']",Weightcoat loss from 9 o/c to 3 o/c,ROV,WCL,45.23702364550670,20190809 061228,westsole\anoms_19.dat
1148,westsole,PL028,191206,"['191206-01', '191206-02']",Weightcoat loss from 9 o/c to 3 o/c,ROV,WCL,45.24326651745480,20190809 061245,westsole\anoms_19.dat
1149,westsole,PL028,19840,"['19840-01', '19840-02']",Start of pipeline exposure anomaly 19840,ROV,EXP,45.26166847719950,20190809 061328,westsole\anoms_19.dat
1150,westsole,PL028,191207,"['191207-01', '191207-02']",Weightcoat loss from 9 o/c to 2 o/c,ROV,WCL,45.28428692712490,20190809 061420,westsole\anoms_19.dat
1151,westsole,PL028,191208,"['191208-01', '191208-02']",Weightcoat loss from 9 o/c to 12 o/c,ROV,WCL,45.28702852756470,20190809 061425,westsole\anoms_19.dat
1152,westsole,PL028,191209,"['191209-01', '191209-02']",Weightcoat loss from 9 o/c to 1 o/c,ROV,WCL,45.28916082777530,20190809 061431,westsole\anoms_19.dat
1153,westsole,PL028,191210,"['191210-01', '191210-02']",Intermittent weightcoat loss from 9 o/c to 3 o/c,ROV,WCL,45.29028030132400,20190809 061433,westsole\anoms_19.dat
1154,westsole,PL028,191211,"['191211-01', '191211-02']",Weightcoat loss from 9 o/c to 1 o/c,ROV,WCL,45.29855526894210,20190809 061454,westsole\anoms_19.dat
1155,westsole,PL028,191212,"['191212-01', '191212-02']",Weightcoat loss from 9 o/c to 1 o/c,ROV,WCL,45.30231651257580,20190809 061503,westsole\anoms_19.dat
1156,westsole,PL028,191213,"['191213-01', '191213-02']",Weightcoat loss from 5 o/c to 1 o/c,ROV,WCL,45.36796201178190,20190809 061735,westsole\anoms_19.dat
1157,westsole,PL028,191214,"['191214-01', '191214-02']",Circumferential weightcoat loss,ROV,WCL,45.37147656773740,20190809 061743,westsole\anoms_19.dat
1158,westsole,PL028,191215,"['191215-01', '191215-02']",Circumferential weightcoat loss,ROV,WCL,45.37533188663780,20190809 061751,westsole\anoms_19.dat
1159,westsole,PL028,191216,"['191216-01', '191216-02']",Weightcoat loss from 9 o/c to 3 o/c,ROV,WCL,45.37907373313000,20190809 061800,westsole\anoms_19.dat
1160,westsole,PL028,191217,"['191217-01', '191217-02']",Weightcoat loss from 9 o/c to 3 o/c,ROV,WCL,45.38785002967650,20190809 061820,westsole\anoms_19.dat
1161,westsole,PL028,191218,"['191218-01', '191218-02']",Weightcoat loss from 9 o/c to 3 o/c,ROV,WCL,45.39208453269450,20190809 061830,westsole\anoms_19.dat
1162,westsole,PL028,191219,"['191219-01', '191219-02']",Weightcoat loss from 3 o/c to 12 o/c,ROV,WCL,45.41335304524930,20190809 061925,westsole\anoms_19.dat
1163,westsole,PL028,191220,"['191220-01', '191220-02']",Weightcoat loss from 9 o/c to 3 o/c,ROV,WCL,45.42717823714150,20190809 061956,westsole\anoms_19.dat
1164,westsole,PL028,191221,"['191221-01', '191221-02']",Weightcoat loss from 9 o/c to 3 o/c,ROV,WCL,45.42971428353960,20190809 062002,westsole\anoms_19.dat
1165,westsole,PL028,19841,"['19841-01', '19841-02']",Start of pipeline exposure anomaly 19841,ROV,EXP,45.43326403556900,20190809 062009,westsole\anoms_19.dat
1166,westsole,PL028,191222,"['191222-01', '191222-02']",Intermittent weightcoat loss from 1 o/c to 3 o/c,ROV,WCL,45.44888309281120,20190809 062042,westsole\anoms_19.dat
1167,westsole,PL028,191291,"['191291-01', '191291-02']",No contact CP reading obtained 100% depleted,ROV,AW,45.46420982472190,20190809 062120,westsole\anoms_19.dat
1168,westsole,PL028,191223,"['191223-01', '191223-02']",Intermittent weightcoat loss from 9 o/c to 3 o/c,ROV,WCL,45.47986591223100,20190809 062158,westsole\anoms_19.dat
1169,westsole,PL028,191224,"['191224-01', '191224-02']",Intermittent weightcoat loss from 12 o/c to 3 o/c,ROV,WCL,45.48954198218170,20190809 062221,westsole\anoms_19.dat
1170,westsole,PL028,191225,"['191225-01', '191225-02']",Intermittent weightcoat loss from 12 o/c to 3 o/c,ROV,WCL,45.51075421793190,20190809 062311,westsole\anoms_19.dat
1171,westsole,PL028,191226,"['191226-01', '191226-02']",Intermittent weightcoat loss from 10 o/c to 1 o/c,ROV,WCL,45.53991472477610,20190809 062424,westsole\anoms_19.dat
1172,westsole,PL028,191227,"['191227-01', '191227-02']",Intermittent weightcoat loss from 9 o/c to 3 o/c,ROV,WCL,45.57599589012920,20190809 062551,westsole\anoms_19.dat
1173,westsole,PL028,19842,"['19842-01', '19842-02']",Start of pipeline exposure anomaly 19842,ROV,EXP,45.62217606836500,20190809 062739,westsole\anoms_19.dat
1174,westsole,PL028,191228,"['191228-01', '191228-02']",Weightcoat loss from 9 o/c to 3 o/c,ROV,WCL,45.65678179288920,20190809 062907,westsole\anoms_19.dat
1175,westsole,PL028,19843,"['19843-01', '19843-02']",Start of pipeline exposure anomaly 19843,ROV,EXP,46.06977657292410,20190809 064444,westsole\anoms_19.dat
1176,westsole,PL028,191292,"['191292-01', '191292-02']",No contact CP reading obtained  75-100% depleted,ROV,AW,46.12784174081690,20190809 064637,westsole\anoms_19.dat
1177,westsole,PL028,191229,"['191229-01', '191229-02']",Weightcoat loss from 9 o/c to 2 o/c,ROV,WCL,46.19752424601040,20190809 064855,westsole\anoms_19.dat
1178,westsole,PL028,191230,"['191230-01', '191230-02']",Weightcoat loss from 9 o/c to 12 o/c,ROV,WCL,46.19910041672000,20190809 064858,westsole\anoms_19.dat
1179,westsole,PL028,191231,"['191231-01', '191231-02']",Longitudinal weight coat loss,ROV,WCL,46.45407397572520,20190809 070423,westsole\anoms_19.dat
1180,westsole,PL028,19844,"['19844-01', '19844-02']",Start of pipeline exposure anomaly 19844,ROV,EXP,46.51387170055150,20190809 070650,westsole\anoms_19.dat
1181,westsole,PL028,191295,"['191295-01', '191295-02']",No contact CP reading obtained 100% depleted,ROV,AW,46.72305981666050,20190809 071346,westsole\anoms_19.dat
1182,westsole,PL028,19845,"['19845-01', '19845-02']",Start of pipeline exposure anomaly 19845,ROV,EXP,46.95561686191540,20190809 072141,westsole\anoms_19.dat
1183,westsole,PL028,191232,"['191232-01', '191232-02']",Circumferential weightcoat loss,ROV,WCL,47.03504154731650,20190809 072420,westsole\anoms_19.dat
1184,westsole,PL028,191293,"['191293-01', '191293-02']",No contact CP reading obtained 100% depleted,ROV,AW,47.03524402251040,20190809 072421,westsole\anoms_19.dat
1185,westsole,PL028,191334,"['191334-01', '191334-02']",Anode skid -1066mV anode bar -1068mV 25-50% depleted,ROV,AW,47.34493680729450,20190809 073502,westsole\anoms_19.dat
1186,westsole,PL028,191233,"['191233-01', '191233-02']",Weightcoat loss from 11 o/c to 1 o/c,ROV,WCL,47.49027419019770,20190809 074608,westsole\anoms_19.dat
1187,westsole,PL028,191234,"['191234-01', '191234-02']",Circumferential weightcoat loss,ROV,WCL,47.56374658863640,20190809 074854,westsole\anoms_19.dat
1188,westsole,PL028,19846,"['19846-01', '19846-02']",Start of pipeline exposure anomaly 19846,ROV,EXP,47.85877350219150,20190809 075925,westsole\anoms_19.dat
1189,westsole,PL028,19847,"['19847-01', '19847-02']",Start of pipeline exposure anomaly 19847,ROV,EXP,48.30428887268640,20190809 082143,westsole\anoms_19.dat
1190,westsole,PL028,19848,"['19848-01', '19848-02']",Start of pipeline exposure anomaly 19848,ROV,EXP,48.86704191837830,20190809 084230,westsole\anoms_19.dat
1191,westsole,PL028,191235,"['191235-01', '191235-02']",Intermittent weightcoat loss ,ROV,WCL,48.89097259723270,20190809 084321,westsole\anoms_19.dat
1192,westsole,PL028,191294,"['191294-01', '191294-02']",No contact CP reading obtained 100% depleted,ROV,AW,48.90473249787980,20190809 084351,westsole\anoms_19.dat
1193,westsole,PL028,191236,"['191236-01', '191236-02']",Weightcoat loss from 9 o/c to 12 o/c,ROV,WCL,49.01437805094320,20190809 084746,westsole\anoms_19.dat
1194,westsole,PL028,191237,"['191237-01', '191237-02']",Circumferential weightcoat loss,ROV,WCL,50.15696448481670,20190809 093437,westsole\anoms_19.dat
1195,westsole,PL028,191238,"['191238-01', '191238-02']",Circumferential weightcoat loss,ROV,WCL,50.16218619216270,20190809 093449,westsole\anoms_19.dat
1196,westsole,PL028,191296,"['191296-01', '191296-02']",No contact CP reading obtained  0-25% depleted displaced,ROV,AW,50.19454676319970,20190809 093602,westsole\anoms_19.dat
1197,westsole,PL028,191239,"['191239-01', '191239-02']",Circumferential weightcoat loss,ROV,WCL,50.23555750651730,20190809 100028,westsole\anoms_19.dat
1198,westsole,PL028,191305,"['191305-01', '191305-02']",Displaced concrete saddle,ROV,STB,50.23828062699710,20190809 100034,westsole\anoms_19.dat
1199,westsole,PL028,191240,"['191240-01', '191240-02']",Weightcoat loss from 11 o/c to 3 o/c,ROV,WCL,50.28728579385200,20190809 100225,westsole\anoms_19.dat
1200,westsole,PL028,191241,"['191241-01', '191241-02']",Circumferential weightcoat loss,ROV,WCL,50.29489628864540,20190809 100247,westsole\anoms_19.dat
1201,westsole,PL028,191242,"['191242-01', '191242-02']",Intermittent weightcoat loss,ROV,WCL,50.29970820905440,20190809 100257,westsole\anoms_19.dat
1202,westsole,PL028,191306,"['191306-01', '191306-02']",Displaced concrete saddle,ROV,STB,50.30256433848250,20190809 100305,westsole\anoms_19.dat
1203,westsole,PL028,191243,"['191243-01', '191243-02']",Intermittent weightcoat loss,ROV,WCL,50.31444558027000,20190809 100340,westsole\anoms_19.dat
1204,westsole,PL028,19849,"['19849-01', '19849-02']",Start of pipeline exposure anomaly 19849,ROV,EXP,50.35126044530420,20190809 100511,westsole\anoms_19.dat
1205,westsole,PL028,191244,"['191244-01', '191244-02']",Intermittent weightcoat loss,ROV,WCL,50.40915636095740,20190809 100733,westsole\anoms_19.dat
1206,westsole,PL028,191307,"['191307-01', '191307-02']",Displaced mattress 0.2m south side of pipeline,ROV,STB,50.42476797321280,20190809 100805,westsole\anoms_19.dat
1207,westsole,PL028,191245,"['191245-01', '191245-02']",Circumferential weightcoat loss,ROV,WCL,50.46184582193790,20190809 100929,westsole\anoms_19.dat
1208,westsole,PL028,19850,"['19850-01', '19850-02']",Start of pipeline exposure anomaly 19850,ROV,EXP,50.47953122602620,20190809 101009,westsole\anoms_19.dat
1209,westsole,PL028,191246,"['191246-01', '191246-02']",Intermittent weightcoat loss,ROV,WCL,50.50573298306090,20190809 101116,westsole\anoms_19.dat
1210,westsole,PL028,19851,"['19851-01', '19851-02']",Start of pipeline exposure anomaly 19851,ROV,EXP,51.40152023417600,20190809 104431,westsole\anoms_19.dat
1211,westsole,PL028,191247,"['191247-01', '191247-02']",Circumferential weightcoat loss,ROV,WCL,51.40263211031180,20190809 104433,westsole\anoms_19.dat
1212,westsole,PL028,191248,"['191248-01', '191248-02']",Intermittent weightcoat loss ,ROV,WCL,51.47542837900770,20190809 104731,westsole\anoms_19.dat
1213,westsole,PL028,191249,"['191249-01', '191249-02']",Intermittent weightcoat loss ,ROV,WCL,56.17517422566300,20190809 135611,westsole\anoms_19.dat
1214,westsole,PL028,19852,"['19852-01', '19852-02']",Start of pipeline exposure anomaly 19852,ROV,EXP,56.32540682782340,20190809 140156,westsole\anoms_19.dat
1215,westsole,PL028,191250,"['191250-01', '191250-02']",Longitudinal weight coat loss,ROV,WCL,56.37160294483700,20190809 141528,westsole\anoms_19.dat
1216,westsole,PL028,191251,"['191251-01', '191251-02']",Longitudinal weight coat loss,ROV,WCL,56.38577201909980,20190809 141604,westsole\anoms_19.dat
1217,westsole,PL028,191252,"['191252-01', '191252-02']",Intermittent weightcoat loss,ROV,WCL,58.19505540972760,20190809 153436,westsole\anoms_19.dat
1218,westsole,PL028,191253,"['191253-01', '191253-02']",Intermittent weightcoat loss ,ROV,WCL,58.69680019752820,20190809 155222,westsole\anoms_19.dat
1219,westsole,PL028,191254,"['191254-01', '191254-02']",Longitudinal weightcoat loss,ROV,WCL,58.70572426305030,20190809 155239,westsole\anoms_19.dat
1220,westsole,PL028,191255,"['191255-01', '191255-02']",Longitudinal weightcoat loss,ROV,WCL,58.70911994102340,20190809 155246,westsole\anoms_19.dat
1221,westsole,PL028,191256,"['191256-01', '191256-02']",Circumferential weightcoat loss,ROV,WCL,58.72776028790220,20190809 155324,westsole\anoms_19.dat
1222,westsole,PL028,191257,"['191257-01', '191257-02']",Circumferential weightcoat loss,ROV,WCL,58.77389801986570,20190809 155459,westsole\anoms_19.dat
1223,westsole,PL028,191258,"['191258-01', '191258-02']",Circumferential weightcoat loss,ROV,WCL,58.77900000000000,20190809 155509,westsole\anoms_19.dat
1224,westsole,PL028,191259,"['191259-01', '191259-02']",Weightcoat loss from 7 o/c to 12 o/c,ROV,WCL,59.31748045094690,20190809 163101,westsole\anoms_19.dat
1225,westsole,PL028,191260,"['191260-01', '191260-02']",Weightcoat loss from 6 o/c to 10 o/c,ROV,WCL,59.39108218992230,20190809 163355,westsole\anoms_19.dat
1226,westsole,PL028,191261,"['191261-01', '191261-02']",Circumferential weightcoat loss,ROV,WCL,59.39557294300890,20190809 163406,westsole\anoms_19.dat
1227,westsole,PL028,191262,"['191262-01', '191262-02']",Weightcoat loss from 6 o/c to 12 o/c,ROV,WCL,59.42641277494020,20190809 163521,westsole\anoms_19.dat
